seg_word,count
威脅,65
吼,65
桌子,65
暖,65
xqueerx,65
手臂,65
面具,65
殺死,65
同一個,65
刺,65
想象,65
這方面,64
系統,64
標籤,64
貓貓,64
有事,64
領域,64
高三,64
副,64
雞,64
一副,64
不理,64
教授,64
夢境,64
開啟,64
出發,64
平穩,64
新人,64
聚會,64
忍,64
還得,64
消化,64
朋友圈,64
可可,64
你還,64
人才,64
拜拜,64
成就感,64
軀體,64
執著,64
詞,64
地說,64
joooooy,64
擅長,64
不太會,64
設定,64
換來,64
摸摸,64
苦難,64
鴨,64
心思,64
關鍵,64
卡片,63
姊,63
下禮拜,63
廢文,63
繩子,63
沒法,63
A.8,63
熱愛,63
pinpo,63
椅子,63
淚水,63
失戀,63
apglis2009,63
很常,63
報,63
腦力,63
呈現,63
功課,63
取消,63
驚醒,63
樂趣,63
利益,63
式,63
偷懶,63
交到,63
一夜,63
香港,63
很痛,63
語音,63
噠,63
救贖,63
方案,63
飛機,63
餅,63
創作,62
最高,62
無數,62
傾訴,62
身材,62
病痛,62
報名,62
抹,62
未央,62
不配,62
降低,62
郝堅,62
好痛,62
媽,62
怪怪的,62
板上,62
排擠,62
前任,62
責怪,62
不肯,62
多一點,62
精力,62
智慧,62
藏,62
id,62
小小,62
PTT,62
蚊子,62
電玩,62
正好,62
背景,62
寧德,62
書籍,62
抗抑鬱,62
牛肉,62
寫下,62
疑惑,62
親近,62
╰,61
迷茫,61
思覺,61
集中營,61
底下,61
誤解,61
頻率,61
為力,61
瀋陽,61
兩點,61
精彩,61
人有,61
眠藥,61
鍛鍊,61
煩死,61
交換,61
休,61
稱,61
簽名檔,61
信息,61
搭配,61
活力,61
語氣,61
我剛,61
藥的,61
卧槽,61
變差,61
次數,61
自認,61
妹子,61
渡過,61
喪失,60
旅遊,60
手腕,60
忙碌,60
首歌,60
一道,60
只為,60
水果,60
篇,60
正向,60
無數次,60
丟掉,60
爸爸媽媽,60
行走,60
斤,60
陪著,60
丟臉,60
百憂解,60
過我,60
不太想,60
活得,60
感激,60
普通人,60
愈來愈,60
排隊,60
曉得,60
寄,60
鼓起勇氣,60
一名,60
帶走,60
協助,60
這讓,60
心境,60
過日子,60
星期一,60
驕傲,60
遭遇,60
錢包,60
昨天晚上,60
撐下去,60
喬西,60
搬出去,60
voyages1ky,60
主觀,60
一餐,60
消極,60
任性,60
汗,60
孕婦,59
心跳,59
轉身,59
全球,59
便是,59
主人,59
日常生活,59
口氣,59
帶我去,59
品質,59
假設,59
也就是說,59
金,59
程式,59
偉大,59
抓住,59
英語,59
詳細,59
We,59
我過,59
提升,59
yule1224,59
美食,59
存款,59
崗位,59
激動,59
養成,59
門口,59
49.216,59
蟑螂,59
銀行,59
耀,59
通通,59
用心,59
小明,59
清,59
會問,59
理論,59
IG,59
膝蓋,59
兩位,59
封鎖,59
噗,59
解,59
提起,58
情緒低落,58
正視,58
這一,58
螢幕,58
思樂康,58
belt,58
消耗,58
區,58
星星,58
沒錢,58
手腳,58
XDDDDD,58
蘋果,58
形式,58
熱,58
笨,58
都還,58
小心翼翼,58
行程,58
am,58
瘋子,58
春天,58
拼,58
FB,58
半天,58
想問,58
保佑,58
好大,58
戳,58
基礎,58
主角,58
少數,58
就診,58
youtube,58
拿出,58
國王,58
接納,58
餐廳,58
🍊,58
家長,58
上海,58
香蕉,58
宇宙,58
吸毒,58
睏,58
有限,57
好開心,57
夠,57
回報,57
窗外,57
部份,57
種,57
心理學,57
主題,57
難聽,57
謝,57
假期,57
應對,57
平衡,57
中時,57
躁鬱,57
保重,57
片子,57
社團,57
一層,57
今天下午,57
腳步,57
維他命,57
Belieeve,57
犧牲,57
大宗,57
一臉,57
窒息,57
re,57
Psycholove,57
房租,57
研究所,57
路人,57
該不該,57
開會,57
姐妹,57
本能,57
將會,57
送給,57
評估,57
紅色,57
發燒,56
污名,56
紀念,56
鏡子,56
賤,56
踏出,56
眼鏡,56
數字,56
遺傳,56
我想,56
做人,56
無人,56
鎮定劑,56
衞,56
很慢,56
科系,56
葉拔,56
身份,56
離憂,56
忍住,56
人過,56
破壞,56
谷,56
八點,56
burgergirl,56
客廳,56
嚴磊,56
廚房,56
郵件,56
差距,56
職缺,56
make,56
艱難,56
打掃,56
豔,56
一再,56
封閉,56
110.26,56
一個多月,56
吃飽,56
在外,56
跳樓,56
宅腐,56
發了,56
張,56
咳嗽,56
支撐,56
回饋,56
┐,56
跨,56
flowergone,56
窮,55
勁,55
Justaziro,55
誠,55
玩笑,55
反對,55
奇妙,55
大叔,55
在講,55
製造,55
太難,55
配,55
割手,55
人力資源部,55
行屍走肉,55
暴躁,55
限制,55
原則,55
遙遠,55
強調,55
路邊,55
技能,55
愛上,55
學著,55
琪琪,55
包含,55
cockatieltw,55
先醬,55
熟,55
公開,55
app,55
服,55
劈,55
蛋,55
目光,55
解讀,54
里,54
不適,54
五個,54
依靠,54
遲到,54
風格,54
澡,54
十三,54
正義,54
都還沒,54
膠帶,54
停留,54
懷念,54
無力感,54
手指,54
九月,54
一項,54
大笑,54
喉嚨,54
開頭,54
email,54
火鍋,54
Puehong,54
戰勝,54
欠,54
---,54
撿,54
罵人,54
隨意,54
解答,54
懲罰,54
輸,54
可惡,54
娃娃,54
撐不住,54
看電視,54
一聲,54
立場,54
減輕,54
手冊,54
衝,54
後果,54
doshu,54
網絡,54
台大,54
家族,54
派,54
砲,54
前提,54
瞎,54
負,54
混,54
填,54
某種,54
優點,53
多人,53
沒想過,53
誤,53
╮,53
突破,53
破碎,53
打字,53
嗆,53
靠北,53
長頸鹿,53
句,53
退,53
╭,53
火車,53
層面,53
他媽的,53
打線,53
舒緩,53
晚睡,53
一次次,53
大王,53
來回,53
小夥伴,53
腦部,53
表演,53
意,53
發瘋,53
一雙,53
治,53
有夠,53
一包,53
A.9,53
上天,53
自覺,53
說謊,53
前兩天,53
源,53
教會,53
新年,53
鑰匙,53
綜合,53
成果,53
頭疼,53
撐不下去,53
七年,52
姿勢,52
滾,52
來時,52
系列,52
差異,52
亂七八糟,52
值,52
胃口,52
廢話,52
抗壓性,52
下載,52
執行,52
複診,52
本質,52
藥吃,52
入眠,52
多種,52
亮,52
月餅,52
沒睡,52
計算,52
虐待,52
敵人,52
聊到,52
草莓,52
嫉妒,52
轉,52
家事,52
痛哭,52
牛,52
花費,52
臉書,52
友善,52
暗示,52
全是,52
.........,52
計較,52
動態,52
昏睡,52
談到,52
利福全,52
閨蜜,52
第三,52
🌧,52
電視劇,52
protected,52
記,52
傷痕,52
抱著,52
乖,52
豐富,52
車,52
問他,52
顫抖,52
甜食,52
❤,51
對面,51
人物,51
外界,51
機制,51
採購,51
遇過,51
路過,51
A.2,51
般,51
留下來,51
有空,51
交友,51
團體,51
他媽,51
真誠,51
粉,51
腸胃,51
劑,51
一覺,51
一周,51
前輩,51
看不起,51
選項,51
引發,51
愈,51
意願,51
妳是,51
挖,51
諷刺,51
辦不到,51
戰鬥,51
傷痛,51
懶惰,51
沒多久,51
沙發,51
後天,51
預算,51
抑制,51
口味,51
倆,51
長久,51
一大堆,51
獨處,51
零食,51
規則,51
會員,51
秋韻,51
好多好多,51
年代,51
創造,51
調適,51
醜陋,51
問過,51
日文,51
留給,50
傍晚,50
底,50
常見,50
2000,50
學業,50
無感,50
一到,50
夜,50
空白,50
•,50
定期,50
緩慢,50
基督教,50
斷藥,50
大白話,50
小史,50
洗腦,50
qekezfeed,50
堅定,50
勝利,50
近期,50
心力,50
人心,50
禮貌,50
測驗,50
或者說,50
地步,50
放空,50
名,50
腰,50
住進,50
觀點,50
助,50
佔,50
鬆,50
傷人,50
想不到,50
一組,50
​,50
熬,50
贊安諾,50
girllo,50
輕,50
減,50
男性,50
另一半,50
回顧,50
去世,50
樂,50
載,50
總共,50
感同身受,50
缺,50
過量,50
真相,50
鵝,50
共同,50
歧視,50
波動,50
家中,50
很會,50
著要,50
被迫,50
困惑,50
約定,49
療程,49
很遠,49
西,49
新增,49
補習班,49
遺書,49
安穩,49
車禍,49
受苦,49
躲起來,49
如果說,49
好羨慕,49
進展,49
鳥,49
dont2mind,49
走進,49
軟弱,49
欺騙,49
後續,49
前一天,49
兼職,49
而活,49
83.113,49
／,49
愛了,49
一看,49
幾分鐘,49
直到現在,49
魚油,49
租屋,49
扛,49
項目部,49
風險,49
流程,49
A.0,49
man,49
操作,49
學時,49
付,49
穿著,49
心事,49
家暴,49
荒謬,49
124.11,49
浴室,49
專家,49
手抖,49
那就算了,48
最初,48
五分鐘,48
碎,48
髮,48
葉酸,48
豆漿,48
kthurt,48
青蛙,48
嫌棄,48
長相,48
好想哭,48
反抗,48
專門,48
不久,48
綁,48
根本就是,48
不愛,48
掌握,48
淚,48
這篇文,48
政府,48
好喝,48
半工半讀,48
羣,48
男女,48
往前走,48
羞辱,48
扯,48
活潑,48
手工,48
撐過,48
Because,48
阿嬤,48
瓜皮,48
能給,48
坦白,48
刪,48
休養,48
上吊,48
something,48
越來越少,48
拿走,48
101.12,48
每晚,48
我哥,48
藍色,48
壞人,48
生活費,48
和解,48
直,48
漲,48
面臨,48
慌,48
斷斷續續,48
總想,48
連我,48
B4,48
說完,48
初中,48
外婆,48
第三次,48
意志,47
蹲,47
露出,47
打招呼,47
折騰,47
相機,47
星期六,47
超市,47
十幾年,47
工具,47
停不下來,47
簡訊,47
閉嘴,47
做個,47
屁,47
媳婦,47
掛號,47
相似,47
找人,47
稱讚,47
不對勁,47
癢,47
早晨,47
補習,47
炫耀,47
聽聽,47
藥都,47
專用,47
狠狠,47
多數,47
很強,47
口中,47
誠實,47
還算,47
節目,47
酒精,47
一早,47
探索,47
體內,47
無效,47
妳有,47
一會,47
就給,47
會給,47
紅茶,47
醫學,47
入,47
總算,47
吞噬,47
掌控,47
放手,47
想着,47
這就,47
mplutto13,47
胖子,47
___,47
包包,47
一身,47
手中,47
windandsky,47
正念,47
七月,47
休假,47
遠遠,46
我來,46
代替,46
困,46
將我,46
無趣,46
合,46
調到,46
輕輕,46
顯示,46
預期,46
Are,46
讀完,46
寒假,46
感知,46
場景,46
塞,46
A.6,46
患病,46
恩,46
維生素,46
這都,46
疑問,46
這週,46
平均,46
地板,46
背叛,46
紀委,46
外套,46
渾身,46
揍,46
課題,46
相,46
傾聽,46
牀,46
克制,46
有點像,46
某人,46
關懷,46
一切順利,46
近況,46
屁股,46
定時,46
比賽,46
全班,46
類型,46
merpheus,46
搬家,46
只能靠,46
而來,46
洗完,46
更大,46
640,46
適當,46
牆,46
殘忍,46
第三天,46
To,46
下週,46
王子,46
粧,46
未知,46
送到,45
這家,45
格,45
那次,45
回歸,45
病例,45
這有,45
菸,45
應付,45
疲倦,45
特殊,45
豆瓣,45
貢獻,45
窮人,45
點了,45
客觀,45
克,45
真想,45
不回,45
肺炎,45
愛著,45
再給,45
疲累,45
公務員,45
兔子,45
小貓,45
病症,45
修改,45
病識感,45
它會,45
暴食,45
安定,45
暴力,45
善待,45
可能性,45
緊繃,45
多餘,45
網課,45
贊助,45
抗焦慮,45
但當,45
否認,45
轉變,45
會變,45
平淡,45
很慘,45
擺,45
拖累,45
師的,45
玻璃心,45
香,45
顧,45
甜點,45
強制,45
還原,45
ta,45
吃素,45
最壞,45
A.4,45
廣告,45
高以翔,45
ok,45
購物,45
太差,45
私下,45
排除,45
技巧,45
後遺症,45
放不下,45
工作量,45
這場,45
年輕人,45
PS,45
吞藥,45
走到,44
教訓,44
最多,44
嚮往,44
嘲諷,44
空洞,44
人士,44
佳佳,44
客氣,44
星期五,44
奮鬥,44
失憶,44
麻痺,44
人去,44
棉被,44
全職,44
指數,44
白色,44
今早,44
喘息,44
全家,44
權力,44
500,44
天上,44
大小,44
告白,44
義務,44
雙方,44
節奏,44
鑽牛角尖,44
對手,44
放學,44
1000,44
豪宅,44
文件,44
月份,44
苦惱,44
上司,44
does,44
療,44
閑,44
存到,44
關掉,44
工廠,44
產品,44
三種,44
watch,44
友誼,44
痕跡,44
藥也,44
裝作,44
你媽,44
五月,44
化妝,44
天鵝,44
姊姊,44
膽小,44
忘掉,44
沒有勇氣,44
法律,44
光明,44
谷底,44
厭倦,44
教學,44
很重,44
敷衍,43
一筆,43
賴床,43
摯友,43
停下,43
電動,43
牙齒,43
旁,43
愛若,43
催,43
偶然,43
做飯,43
指甲,43
心痛,43
這不,43
肩膀,43
夜裡,43
秘密,43
味,43
盼望,43
損失,43
久違,43
佩服,43
不禁,43
千憂解,43
奧斯卡,43
第一步,43
步,43
午睡,43
抄,43
面子,43
幕斯,43
盡頭,43
嘔吐,43
中文,43
難看,43
不耐煩,43
A.5,43
118.166,43
石頭,43
修正,43
投票,43
葉子,43
ej01019,43
┌,43
宣洩,43
earth,43
亢奮,43
最低,43
一日,43
透,43
雙手,43
聽著,43
信念,43
掛,43
一圈,43
果,43
說實話,43
天下,43
得病,43
寫日記,43
炸,43
分數,43
狗狗,43
燦爛,43
伴侶,43
書本,43
散,43
六年,43
一棟,43
不合理,43
老子,43
起牀,43
一台,43
那句,42
良好,42
註定,42
好險,42
窩,42
ID,42
伸手,42
A.1,42
是種,42
三餐,42
no,42
這樣的話,42
迎接,42
妳們,42
理學,42
患,42
謊言,42
門,42
立即,42
守護,42
林奕含,42
面試官,42
111.251,42
時好時壞,42
左,42
紅,42
知足,42
考驗,42
馬甲,42
幹什麼,42
Does,42
馬桶,42
跟前,42
搞笑,42
酒店,42
清單,42
文化,42
論文,42
孤獨感,42
圈子,42
美女,42
給人,42
落,42
End,42
桌上,42
打球,42
交談,42
敦倫,42
更想,42
退休,42
過好,42
總要,42
活該,42
裡玩,42
大好,42
運作,42
塊,42
不出,42
困境,42
平復,42
捷運,42
瘦下來,42
往後,42
形成,42
過分,42
忽然間,42
被子,42
過頭,42
生小孩,42
封,42
有太多,42
隊友,42
還滿,42
instagram,42
裡冒,42
書寫,42
去問,42
一個個,42
回事,42
談談,42
天花板,42
輔助,41
醜小鴨,41
培訓,41
症候群,41
失業,41
幾歲,41
迅速,41
點頭,41
不合,41
悲劇,41
一晚,41
打發,41
作夢,41
慢性,41
復學,41
Let,41
last,41
珍貴,41
兔,41
想來,41
預計,41
油,41
┘,41
掰,41
關愛,41
店家,41
lisbestod,41
男孩子,41
精神病院,41
公里,41
阿公,41
血壓,41
人際,41
長髮,41
ddd,41
看出,41
雪,41
我姐,41
鵝並,41
一度,41
檢討,41
遍,41
˙,41
小狗,41
不准,41
愛好,41
淘寶,41
諮詢師,41
妳會,41
娛樂,41
尖叫,41
黑夜,41
十月,41
科目,41
沉浸,41
晚飯,41
fq1l4i,41
VSCO,41
凡事,41
報到,41
臉色,41
下定決心,41
擅自,41
水管,41
白癡,41
工資,41
他給,41
一片空白,41
行李,41
花花,41
thinking,41
搜尋,41
窗戶,41
蹭,41
多少錢,41
1980,41
ask,41
干擾,41
傢伙,41
整晚,41
一大早,41
多半,41
爬起來,41
一點一點,41
添麻煩,41
耳塞,41
上輩子,41
好怕,41
騙人,40
報復,40
員,40
上個,40
小时,40
報銷,40
調查,40
我快,40
融入,40
甘心,40
重心,40
烤,40
公,40
醒過來,40
分離,40
請教,40
聖誕節,40
瓦解,40
婆家,40
看不下去,40
辜負,40
旅程,40
繫心,40
考完,40
帥,40
改進,40
單一,40
In,40
感染,40
藉由,40
相愛,40
sane,40
櫃子,40
吵醒,40
食品,40
這對,40
兩隻,40
公車,40
一刀,40
更何況,40
不見得,40
一股,40
麪包,40
借錢,40
傻眼,40
身體健康,40
知,40
屎,40
救救,40
39.13,40
盡份,40
Shuan222,40
迴應,40
累贅,40
血糖,40
剝奪,40
不看,40
躁症,40
沒差,40
案例,40
偽裝,40
衣櫃,40
Black,40
Orz,40
200,40
右邊,40
推推,40
打來,40
你給,40
衛生紙,40
努力完成,40
轉學,40
vivianpig,40
二年,40
邪存,40
還被,40
許久,40
記性,40
向前,40
doc,40
回台灣,40
MooonRiver,40
震撼,40
看個,40
穩,40
k09090806,40
原地,40
我花,40
念書,40
提高,40
起不來,40
裙子,40
最佳,40
早早,39
甩,39
無言,39
社工,39
魚,39
做法,39
沒能,39
藥劑,39
具備,39
一一,39
流行,39
心頭,39
回國,39
隨手,39
微微,39
四天,39
翹,39
稻草,39
反反覆覆,39
so,39
抽血,39
反感,39
跌,39
maybe,39
打卡,39
心理疾病,39
特,39
就會,39
歌詞,39
為主,39
釋懷,39
轉到,39
屍體,39
很久很久,39
A.7,39
國考,39
沒給,39
特地,39
難度,39
Park,39
抬頭,39
特定,39
敲,39
ing,39
這間,39
睡一覺,39
圍脖,39
杯,39
Linkin,39
Of,39
點滴,39
討,39
段,39
引導,39
一通,39
想給,39
察覺,39
色,39
聯想,39
坦然,39
訂,39
Yveeity,39
機場,39
簽名,39
潛水,39
認定,39
看好,39
輕生,39
氣喘,39
117.19,39
有變,39
重量,39
XX,39
Mars,39
變態,39
Music,39
一趟,39
想通,39
演講,39
不知足,39
地址,39
傷,39
緊急,39
神明,39
轉換,39
親切,39
出差,39
不準,39
緊,39
吃完飯,39
逼迫,39
有點兒,39
咪,39
學妹,39
控制不了,39
草,39
發揮,39
省錢,39
想學,39
yentasi,39
想不開,39
昏昏沉沉,39
直播,39
張老師,39
性別,39
點半,39
按摩,39
日復一日,38
新鄉,38
中並,38
外人,38
寫出,38
真是太,38
雞蛋,38
放大,38
書店,38
主治醫師,38
一個多,38
書上,38
好意,38
↑,38
姑姑,38
娘,38
肉體,38
電梯,38
自閉,38
色彩,38
好感,38
太高,38
時機,38
眼,38
家教,38
更糟,38
大雨,38
不愛我,38
外公,38
害羞,38
青年,38
無論是,38
起碼,38
愛他,38
小聲,38
懷,38
刀子,38
裡有,38
基因,38
講完,38
怪人,38
原生,38
同一,38
厭煩,38
扭曲,38
我錯,38
老闆娘,38
從事,38
0.5,38
低頭,38
埋怨,38
醒著,38
友,38
製作,38
當事人,38
搞不懂,38
要命,38
翻身,38
筆,38
地去,38
貧窮,38
每天晚上,38
吸,38
區別,38
洞,38
片段,38
海,38
紙,38
他問,38
車子,38
動手,38
藍,38
十分鐘,38
bsmile602,38
再也不會,38
決心,38
熱水,38
我常,38
山,38
讀者,38
抽獎,38
台南,38
求求,38
罹患,38
A.3,38
業,38
鼻屎,38
QAQ,38
左邊,38
抽菸,38
得來,38
診,38
植物,38
刷牙,38
市場,38
何不,38
巡山,38
想開,38
給的,38
親友,37
快手,37
美的,37
藥給,37
代謝,37
實用,37
節約,37
過多,37
牌子,37
捏,37
校區,37
必然,37
歪,37
平台,37
滴,37
一瓶,37
健忘,37
手段,37
Cradle,37
Filth,37
1010,37
此生,37
顧慮,37
出事,37
發廢文,37
註冊,37
Trust,37
傳統,37
文筆,37
大三,37
Green,37
妳在,37
踢,37
那條,37
Xandria,37
講得,37
恢復正常,37
115.82,37
晚點,37
減量,37
情人,37
變胖,37
分類,37
類,37
我試,37
看不出來,37
單獨,37
推開,37
VNV,37
Brides,37
尼瑪,37
夠了,37
剩餘,37
生不如死,37
一路上,37
好壞,37
開開心心,37
隨機,37
掉下來,37
妹,37
鼻,37
爭吵,37
深入,37
社群,37
大哥,37
Veil,37
房,37
到位,37
泰國,37
特意,37
Rammstein,37
Sevenfold,37
冰箱,37
鹽,37
季節,37
老媽,37
頭好,37
AK,37
反胃,37
Rainbowdays,37
早睡,37
Avenged,37
..........,37
避開,37
Seconds,37
座位,37
朱鐳,37
私人,37
位,37
Epica,37
病況,37
玩具,37
太重,37
Evanescence,37
Savage,37
走上,37
基部,37
裝病,37
存錢,37
存活,37
邀請,37
感觸,37
通電話,37
敘述,37
吃個,37
幼稚,37
Lacrimosa,37
形象,37
不是故意,37
疲勞,37
表,37
一分鐘,37
導演,37
太晚,37
幾顆,37
絲毫,37
洗衣服,37
Nation,37
Slipknot,37
失調症,37
Sirenia,37
Shelin,37
頭像,37
疑慮,37
拆,37
渾渾噩噩,36
mdbm,36
美工刀,36
患上,36
不熟,36
湯,36
一對,36
白痴,36
效率,36
汀,36
最快,36
言論,36
太遠,36
Easy,36
蓋,36
機器,36
師傅,36
很漂亮,36
不孝,36
弱,36
惠州,36
馬路,36
用到,36
求生,36
OPPO,36
完藥,36
閲,36
起身,36
現,36
店裡,36
協調,36
一模一樣,36
西瓜,36
物理,36
一步步,36
發炎,36
遲遲,36
大眾,36
十一點,36
年底,36
心慌,36
退出,36
心理諮詢,36
髒話,36
偏頭痛,36
真不知道,36
qq,36
錄音,36
聚餐,36
文學,36
緊緊,36
淺眠,36
違規,36
室,36
啤酒,36
離去,36
氣到,36
往常,36
道德,36
和平,36
Gardon,36
特質,36
看清,36
玻璃,36
急性,36
買個,36
安撫,36
催眠,36
捲,36
黑貓,36
甚,36
倒數,36
怎麼回事,36
大學畢業,36
登出,36
魅力,36
1.163,36
無病呻吟,36
冒險,36
考題,36
朱,36
冰,36
擠,36
地震,36
地鐵,36
兩邊,36
這張,36
搞不好,36
了點,36
搜,36
萌,36
靜靜,36
成分,36
身體狀況,36
進食,36
101.13,36
核心,36
火,36
一首,36
這事,36
期末,36
未必,36
畫圖,36
就行了,36
分組,36
110.30,36
認可,36
林俊杰,36
國際,36
壓迫,36
無時無刻,36
束縛,36
些許,36
youtu,36
嬤,36
想當初,36
bluecookie7,36
演,36
短期,36
拋下,35
被騙,35
突出,35
程序員,35
哪種,35
肥,35
健保,35
哥,35
事是,35
版上,35
要花,35
