第一次
階段
上學
維持
日常
似乎
特別
上述
七月
底
英文
門檻
最親
復發
第四次
瞬間
谷底
倒數
計時
不知
計時器
歸零
諸多
前女友
毀
這天
到來
心理準備
淚
這段
感情
事實證明
一段時間
多益
測驗
想當然
考試
考
連用
猜
高
分數
中旬
發現自己
加壓
撐不下去
主動
提出
科
醫師
從沒
得到
地獄
例行公事
游泳
健身
衣服
煥然一新
增加
自信
戰勝
失敗
體態
外型
變得
亮眼
病情
時好時壞
日常生活
精疲力盡
別提
前面
提到
畢
業
多餘
力氣
一件
心底
感到痛苦
規律
上班
彈琴
睡覺
看開一點
辦不到
以淚洗面
畫面
靈堂
遺照
站上
高樓
直到現在
篇文章
絕望
簡單
困難
做到
經歷
病痛
瞭解
人會
篇
文會
又臭又長
自認
文筆
虛心接受
認真思考
謝謝
聯絡
月底
因素
聯繫
要道
理解
解脫
就讓
日子
放心
打擾
承認
問問
看過
年紀
說話
一半
打斷
三天
回診
花費
吃不消
靠著
壓著
離家
讀書
沒去
忍
媽媽
脾氣
一家
診所
先
量表
分
起伏
前所未有
看診
表情
草
莓
大學生
裝病
學業
競爭
集中
上課
還好
小時
糟
拼了命
尋短
繳
150
藥費
一共
七天
著藥
上週
youtube
推薦
一部
科普
蠢
去一趟
好轉
狗
聽話
反抗
乖
小孩
傾訴
幫忙
一聲
同學
下班
活得
陣子
套房
眼淚
死掉
病史
洞口
碰到
不太會
默默
躲起來
找去
踏
師
踏出
腳步
沈重
吃力
留言
部份
看完
爸爸
主要
目前
前兆
超級
遺
書寫
始終
無視
少
版本
隱私
放上來
遍體鱗傷
改
以下
原文
天會
想不開
跡象
失眠
中午
副作用
無敵
胃部
絞痛
拉肚子
上網
查資料
伴隨
全身
發抖
心跳
加速
呼吸困難
心悸
抖
全餐
最少
第一天
搞成
堅持
明天
打工
晚上
下雨
撐著
傘
左邊
道路
紅線
反
方向
走回
同事
家
一輛
機車
撞
載
女兒
傷勢
比較嚴重
下車
比較
輕微
報警
警察
事後
幾天
警局
筆錄
處
卡
調解
請假
當天
出席
提告
喬
本來
交通工具
跑來跑去
下禮拜
聽說
過失
責任
申請
事故
圖
肇事
比例
員警
在場
前天
打給
休假
忘
晚班
起訴
要告
拖到
弄
要求
醫藥費
貼
成立
不信
提心吊膽
一堆
廢人
所說
家養
胎
動力
缺點
流眼淚
件
沒什麼
懷孕
諮詢
懷念
進步
挫折
克服
離去
變
今年
肥胖
身材
飲食
出生
幸福
持久
丟下
好不容易
很快
安全感
更多
文長
抒發
快死了
謝謝你們
大二
念
一間
私立
中文系
系所
大部分
學生
外國
華語
性格
不當
出路
選
作家
茫然
慌張
學校
渾渾噩噩
沒在
反正
範圍
上完
浪費
這行
公職
社會
很重
學歷
學費
貴
成績
程度
差點
燒炭
妹妹
我國
去世
忘不了
聲嘶力竭
可笑
顧及
胡鬧
學期
讀完
整天
充實
羨慕
堂哥
堂姐
交
師範
有名
名校
家庭
恥辱
點頭之交
熟
心事
吸收
臉頰
流
操
放到
看看
看法
離職
單位
但因為
參加
內部
想去
留
缺人
職代
進
第二週
嫌
太慢
有先
說好
內容
一個月
第一個
被叫
非
負責
整理
倉庫
文件
塞
滿滿的
A4
紙箱
連續
月初
碎紙
碎紙機
坐
十月
站著
前輩
資深
份
坐在
辦公桌
打雜
勞力
輕鬆
搶走
手腕
搬東西
連理
沒理
講講
同樣
犯錯
嘆氣
直說
很慢
理由
閒下來
不耐煩
不理
理
繞過
放
桌上
我人
面前
用酸
傻眼
到職
交接
清單
沒遇
教
觀察
不能自己
無所適從
上個
過熱
腰
腿
很酸
辦公室
休息
沒想
電腦
line
機器
冷卻
十分鐘
位置
重
放在
客氣
幾點
幾分
不爽
偷懶
兩次
不用
摔
規定
一批
拿來
跑過來
分鐘
聽懂
不好意思
翻白眼
令人
羞辱
暫時
運轉
坐著
限制
幾分鐘
如果說
完會
範
成見
談
報告
主管
辭職
流程
怕生
問人
禮貌
想不到
同年
轉
四五次
調適
反擊
屬
老鼠
犯
太歲
好多年
加重
依然
改善
腦
抗鬱劑
越多
效果
越
拿藥
顆
抗焦慮
人能
解答
四時
行
世事
淡薄
執著
糾結
日夜
交替
歲月
更迭
自然
如昔
人生路
走著
時光
薄
人心
淡
隨緣
滅
虛心
曇花一現
瀟灑
羞澀
皆
無關
風月
匆匆忙忙
驀然回首
歷盡滄桑
無常
動人
時刻
慷慨激昂
氣概
淡淡的
回首
過往
喜
悲
終歸
塵土
圓滿
甘於
平淡
相較
安逸
一帆風順
終將
告別
學會
不動聲色
寂寥
往事
輕輕
心頭
灑
塵封
道場
修行
修成
淡然
處事
將心
歸於
風
奈何
不傷
無恙
難受
快好
逼著
四個
頂
做著
一份
男友
過度
熱情
導致
男朋友
全世界
爺爺奶奶
國中
欺負
阿媽
句
記到
阿普
挫
倫
一片空白
什
服用
藥物
約
PTSD
廣泛性
然有
項
個管師
提及
忘記
英
日
三種
語言
中文
主
母語
副
水準
日文
區
離題
打擊
得出
不以
意
關聯
那陣子
恢復正常
出現
查
失語症
選擇性
緘默
搜查
關鍵字
置換
請問
有無
提供
搜尋
門診
科別
往前
原地踏步
殘酷
社畜
社會底層
廢物
賺
看不起
連看
何不
早點
嚮往
苟活
重鬱
厲害
加油
嘗試
顫抖
結巴
控制不了
逃
躲到
總有一天
能克服
暫停
家門
3.4
沒救
剩
有用嗎
多年
對話
換位
角度
創傷
當初
成果
無頭
蒼蠅
新鮮
第一步
一切都是
空談
嘴巴
盲點
注意
年復一年
夠
拖
相反
回不去
天真
喜愛
探索
新奇
預防針
催眠
沒效
放過
決定
挑戰
足夠
準備
材料
流逝
奇怪
浪費時間
好懷念
昏倒
頭腦
思想
停滯
實際上
逼
發瘋
太陽
聊
舒服
摔爛
踩
碎片
變態
牆壁
塗黑
說不出口
聊聊
安安
轉系
轉學
年級
三門
必修課
一門
專題
製作
課
修
剩下
兩門課
第三次
惡夢
開端
最最
變故
專心
常人
勉強
運氣
人情
期間
順帶
提
迴圈
迴路
定型
跳脫
說真的
試圖
正
本科
活動
社團
包
括
很爛
說服
輔系
PS
課業
合理
平時
休閒
混亂
領域
拿到
畢業證書
學分
輪迴
走光
唸完
兩頭空
包括
白費
矛盾
身旁
加深
合理性
做作業
作品
創作
搞不清楚
環境
科系
長期
刻板
裹足不前
睡著
擱置
那年
秋天
齣
劇
總對
做出
深感
倦怠
催促
抽打
起身
成就
短暫
好幾年
完成
涼涼的
偏執
沒有勇氣
自卑
抗拒
無數個
寂寞
枕頭
濕
連死
渡過
一段
學到
向前
機會
晚安
╰
╯
同年齡
研究所
無所事事
可悲
但說
嗤之以鼻
弱
慢下來
急
聽不進去
之人
可惡
無時無刻
沒人
瀕臨
忙
回應
捨不得
妳們
訊號
忽略
藥單
記憶力
太差
特地
紙條
依靠
女孩
政府
生存
某年
男孩
答應
墳墓
貼心
逛逛
衣
產檢
好景不長
抓到
旅館
歇斯底里
神經兮兮
洗腦
控制情緒
忍耐
背叛
孩子
忍受
劈
誇張
第三者
護士
難產
會來
五次
含著
盼望
香水味
生產
五天
白天
探望
崩
憔悴
黑眼圈
臉上
哀怨
忍不住
月子
顧慮
帶著
幾萬元
奶粉
尿布
根本無法
太久
四處
求助
遠親
這時候
無助
租房
開銷
大大小小
母
萬
走上
二個
回去
談談
乾淨
當面
封鎖
遺忘
心會
聽到
語音
閉
一眼
緊張
亂說
老婆
拍到
建立
離婚
冷靜
決心
家住
出去玩
恢復
睡不到
兩
淚崩
臉
瘦
帶我去
產
不忍
前夫
拖延
補課
過敏
看能
盡量
安全
健康
好幾個
教育
年齡
開頭
疼
對象
結婚
婚姻
恐懼症
分離
承受
今年年初
擅自
停藥
近幾個月
每天晚上
強烈
意念
抽離
不著
覺
頂樓
跳
單方面
變差
一了百了
天人
交戰
心力交瘁
第二天
面具
單靠
解決問題
浴缸
割腕
樂透
中獎
輔導
開藥
長長的
暑假
稍微
忙碌
滑落
建議
不算
求生
救
聊天
負
這類
連小
帳
發
幫不上
很忙
溝通
開明
期待
照樣
虧
自欺欺人
技巧
假裝
聊個
毀掉
不錯
屁用
冷冰冰
經驗
總結
鼓起勇氣
坦白
親友
反應
通常
預料到
一次次
劃開
心臟
在乎
痛不痛
裝作
敷衍
場合
答案
裝做
代表
日復一日
捐給
問到
撒謊
災難
恨
不幸
一條
孤獨
不歸路
沒死
消滅
苟且
時會
當個
記錄
好久
迪卡
竟是
痛哭
自言自語
難以
滿腔
怨念
上輩子
罪孽深重
惹來
這輩子
受苦
受折磨
怨天尤人
嫉妒
不甘
勇敢
陰鬱
知足
感興趣
死去
宇宙
運作
記
總會
忘掉
怕疼
不在意
很痛
放下
疼痛
恍如
怕痛
夢魘
如影隨形
寸步難行
滋味
被迫
宅
劑量
低
距離
住院
八年
日期
昨日
殘廢
一遍
嚐
丁點
缺
手腳
冬天
變天
總要
幾回
難捱
偏頭痛
一輩子
炎
免疫系統
要死要活
不齒
輕描淡寫
帶過
露出
一絲
蛛絲馬跡
打發
要說
親朋好友
令人擔心
向來
要面子
倔強
萬分
忍忍
百般
苟延殘喘
至極
被忽視
幼稚園
欺凌
小學
不乖
重視
血液
歧視
雜種
女性
種族
原罪
國
偶發
一塌糊塗
志
足不出戶
頻繁
頭痛
舊傷
幾十種
方法
讀
書
夢想
不如意
經濟
冷戰
獨居
冷淡
生不如死
總想
奪走
愛惜
抱怨
真要
遺言
乾脆
俐落
下輩子
投
一下下
生理
親身經歷
很久
正文
長
樣子
悲劇
阿公
阿嬤
哥哥
重男輕女
下樓
最常
幾下
舉起
反射性
躲開
聽力
受損
親戚
開玩笑
精神病
連家
糖果
餅乾
哥
不準
超怕
私密
國小
性騷擾
浴室
電燈
關
下門
全開
門口
嚇到
用水
有次
看電視
彩虹
頻道
鎖門
門
鎖
睡到
嘴唇
睜開眼
真
接
嚇哭
庭
外
玩
下體
戒備
躲
男生
叔叔
擋下來
孫女
污辱
忍著
殺掉
全家人
幾歲
刀子
架子
更怕
拖累
這幾年來
憋
高一
私自
留在
沒錢
擺脫
正面
目標
多一點
從前
理智
強忍
傻事
五月
彷彿
一場
對抗
鬱期
受器
慶生
出錢
禮物
辦
盡力
聲
生日快樂
送
卡片
付出
五個
裡面
理所當然
傷口
掛
嘴邊
限動
很煩
笑一笑
到快
破壞
玩偶
任何事物
仗
有躁
鬱症
不顧
飛機
架
不靈
笑著
循環
講述
固定
起起伏伏的
相同
喜好
共同
興趣
勸
垃圾
討論
表示
尋求
專業
協助
不太好
拒接
沒多久
沒電
北部
臨床
價格
觀看
這陣子
沈入
複雜
言喻
短時間
愉快
回想到
一度
高鐵
不爭氣
了結
夢境
糟糕
著要
試
嘶吼
勒索
拿著
割
一刀
十幾
貌似
缺席
傷痕累累
雙手
忘不掉
抬起
來時
來到
很早
放鬆
睡下去
悲慘
無力
纏著
魔爪
脫離
否定
胃口
想換
抑鬱症
請教
應為
考好
猶豫
該不該
好久沒
看書
行不行
適合
事件
惡言相向
漠視
保證
聊到
話題
避諱
不必要
藏
很好
姊
廢
外出
嘰
微妙
姐姐
囉
生氣
實說
抗壓
唧唧
歪歪
靠背
家事
洗碗
家裏
打掃
執行
姐
妳有
妳在
屁
不久
淦
萱
就別
妳是
難怪會
發飆
十年
情緒穩定
好笑
大笑
閃躲
衝撞
漫長
很糟
緩解
作用
網路上
看要
多月
有效
不醒
近十年
假想
試試
完有
初診
提早
原以
湧現
每一件
進入
之餘
但為
心理治療
人類
失望
人際
擊倒
衣食
無虞
孝順
見到
護理
執照
重要性
長效
針
吞藥
抗壓性
透
資源
急診
會談
下圖
考上
隻
後悔
開放
嘴炮
鼠
一會兒
輕躁
躁
轉換
只以
活力
無法控制
情感
旁觀者
交流
完成學業
住校
行程
安排
懇親
寒假
兩周
三週
電視
空氣
避而不談
送去
甩開
央求
重複
班上
前三名
二時
轉班
聯合
好友
退
注意力
哭著
愣住
自由
條件
所謂
渾身
刺
周邊
後遺症
試過
綁
備感
吃抗
血清素
製造
不足
食慾不振
胃痛
發呆
智商
變低
反應遲鈍
情緒低落
明顯
功能
反覆
疲勞
指示
兩樣
看不出來
公婆
婆婆
作主
公公
計畫
生小孩
體諒
健
保卡
領藥
偷偷
帶回去
婆家
婦產科
配合
不讓
奶奶
說明
沒要
意見
夾
表姐
但要
醫學
抗
胎兒
子宮
收縮
早產
補充
偏向
先顧
成功
越累
吃下
顆藥
天堂
想不起來
年前
就診
輕度
癒
收錢
om
打字
診到
很嚴
判定
說謊
約會
百口莫辯
順利
左右
介紹
了到
翻
五專
迎接
實習
考完
念完
技
傲
恥
吸引
幾眼
容身之處
一樓
傳來
救護車
手電筒
赤裸
大街
以外
添麻煩
前男友
養
真可憐
不靠
好煩
紛亂
昏迷
鍾
6.7
體驗
過眼
預期
繁雜
沒和
啥麼
父親
陰影
恐懼感
母親
放在心上
挑錯
只不過
帶來
酸言酸
跟上
天才
資優班
跟不上
聽課
拿手
科目
天天
進度
全面
壓制
酸
補習
那件事
重新
振作
走出
通行證
斗
復仇
利刃
只求
剩餘
撐過
位
轉載
到時候
克制
無情
Depression
心臟科
三顆
贊安
諾
半顆
東
西
加
快速
遭殃
就醫
港覺
大量
挑
情
提要
南部
中部
單親家庭
第二任
親生
姑姑
住在一起
這位
過世
變本加厲
表明
吼
沒錯
擺
不自在
左鄰右舍
上演
割腕自殺
中秋節
陪陪
烤肉
邀請
牙刷
牙膏
洗面乳
丟到
收
樓下
破
喉嚨
犯賤
門外
前途
難聽
告知
最好
不回
打到
長輩
計較
安靜
紙袋
不喜
略過
剛上
交好
由來
訴苦
愛哭
收起
戴起
盡全力
惡化
追趕
追
懸崖
吊橋
斷裂
折磨
現場
潰爛
久久
情境
心裏
生根
發芽
散場
收拾
行囊
各奔東西
深刻
隨手
扔
落
無名
街角
瓜葛
深深地
刺進
痛苦萬分
翻找
回憶
刺眼
揮之不去
刻骨銘心
傷痛
說不清楚
緊跟
旅途
一路上
撿拾
著名
紀念品
沉重
前行
埋怨
慢
跨出
一步
費多
完美
理想
標準
適用於
落差
符合
束縛
人非聖賢
孰能無過
合適
內在
平衡
平靜下來
批判
公平
拎
屬於
包袱
一袋
利用
隻字片語
不肯
丟棄
缺少
高舉
明鏡
照照
鏡
代替
用力
撕去
丟掉
靜
孤芳自賞
不要緊
閃耀
光芒
過不去
不放過
背景
具有
爛事
遲到
飲料
打翻
大一
分成
洗完
澡
同一個
喝酒
無人
大哭
段時間
負擔
付
前往
情緒反應
房
就寢
永生
難忘
合理化
傷心
體察
包容
疾患
透露
收斂
特定
友誼
有趣
相互
構築
舔
交友
圈
負荷
信誓旦旦
接住
終究
排山倒海
降
好氣
數次
修正
怨懟
趕走
始發
隱晦
等著
有緣人
開導
超強
再見
慶幸
現實感
最終
撐住
過後
點開
十幾個
對此
失落
釋出
善意
伸出
援手
炸裂
陷入
學姊
一面
出名
好人
主軸
好多好多
內心話
需要的話
盡情
說說話
適當
困境
道
謝
今天下午
平復
胡思亂想
超長
明白
拿捏
談心
更好
一兩年
主流
格格不入
分子
1.
精神疾病
鄭
案件
風向
死刑
被害者
無辜
誤解
安置
一面倒
台灣
犯罪
說詞
2.
正視
剝削
動物
餐桌上
肉
格子
籠
悶
熱潮
骯髒
乳房
遑論
皮
破舊
籠子
牠
刺破
感染
食物
肆意
凌虐
只為
掙錢
植物
偽善
種植
供養
飼料
大片
土地
水資源
獅子
羚羊
殘忍
剛出生
摘掉
尾巴
弱勢
強權
能力
人命
命
當成
咖
高尚
殘暴
動物園
清淨
農場
秀
換來
認同
前些天
聚會
遇見
九年
參與
加害者
打進
聽見
沉
某位
處置
閉嘴
那位
追問
一律
阿姨
聊過
必要
這麼久
義務
負起
私
訊
壓根
霸
凌
有要
同儕
壓迫
旁
揶揄
共犯
妳會
打飯
國一
國二下
前夕
消停
那群人
名字
愉悅
身
冊
組長
紀念冊
半張
書社
團會
唯獨
排除
班級
升
貼文
轉貼
證據
謝師宴
二位
國三
腦海
直轉
話語
無暇
對質
症候群
事記
清
下課
侮辱
翹
孔子像
咬著
無聲
穿著
長袖
口袋
一丁點
之於
巧合
連貫
一生
床
帶頭
B6
不算什麼
發誓
傻
無心
精神賠償
損失
護著
機
正常人
思維
入睡
亢奮
週期
利
聚餐
只說
吞下
幾顆
洗胃
帶去
一陣子
囤
數量
達到
多顆
傷心欲絕
毫不猶豫
三次
去夜
店
狂歡
很熟
吹風機
開到
吵醒
拍打
痰
肺炎
死不了
潭
帶走
強制
送醫
環繞
溺水
鬧脾氣
追著
記住
屈指可數
孤單
同班同學
證照
考到
唸
高職
中考
中時
想選
美容
礙於
應
一路
唸到
唸書
實際
想盡
救回
結構
一一
度過
開給
普能
利福
費用
太大
轉去
小型
改開
離憂
克癲
平
成分
晚餐飯
不太能
改到
晚餐
四肢
冷冷的
胸口
悶悶
午餐
食慾
心理作用
飯前
折
型
得病
沒人愛
情史
繁星
仔
在校
免去
一所
趴
四大
學測
填
想讀
開啟
洗臉
沒本事
忐忑
再三
確認
擔憂
這份
就讀
理學院
具體
方便
著書
起色
考卷
數字
緩緩
下沉
不知所措
天花
睡眠
壓縮
低於
精神狀態
奇差
身心俱疲
一段話
他用
嘲諷
寫下
至此
捂著
作夢
夢醒
迅速
轉為
聞到
味道
一口
撐得
迎來
段
寄託
助教
走近
緊繃
空白
驚慌
考得
落下
深深
烙印
認定
肆虐
結結巴巴
湊
不出
行動
緩慢
無法自拔
腦海中
浮現
幹掉
越來越少
下定
投入
重考
第一
頭暈
想吐
跟著
長時間
考不上
消沉
選定
指考
再度
影
隨行
可想而知
半夢半醒
間
尖叫聲
底線
減少
萬萬
剛剛開始
是從
絲毫
清華
整件事
回歸
校園
漩渦
勾起
天黑
受控
躲著
樓梯間
通電話
夜裡
安睡
又會在
驚醒
一週
冥冥之中
自有
老天
趕到
辦理
鬧劇
收場
認清
無比
通通
找上
始作俑者
通知
歉
亂七八糟
規則
永久
就學
觀念
討好
類型
讚
支持
不太可能
通了
幾種
第二
大多數
自然而然
玩笑
塌
場
遊戲
勝利
別為
第三
心想
第四
與世隔絕
強求
合得來
愛人
第五
愛情
交往
一百分
並不知道
假象
冒險
日久生情
順其自然
友情
深交
得不到
家家
有本
好孩子
不孝
唯一
找出
簡略
1925
截然不同
地糟
不通
訴說
真誠
國二
提不起
勁
一落千丈
沒了
在職
場上
摔倒
所有人
難逃
本性
用完
丟
親情
金錢
利益
擺在
自已
荷爾蒙
交換
聖經上
不求
益處
厭惡
人性
一部分
勞苦
重擔
房子
遺產
房貸
買不到
追求
名利
地位
記錄下來
失業
積蓄
投資
股票
也常
原生
間點
分裂
一線希望
排行
最小
僅靠
舅舅
給予
志願
離家近
產業
特殊
學雜費
全額
